id;champion_name;association_to_offender;message_count;first_time;last_time;label;message;first_id;last_id;chatlog_id
20;Taric;enemy;27;00:01:19;00:22:27;1;looks like she afk u lucky I have huge lag spikes like crazy...f riot my ping is --- ganl bot they perma push they perma push us cant help u river grat brb ss2 re1 u see j4 is more top...so lets play def why pick zyra if all u do is feed? why? he wanted mid and received mid ss2 varus u cant f juke a pull? wtf 01.Jun yup zyra desreves a report and a permaban indeed not like this 6 in 12 min 6 in a game or 8 in a game i had but not in 12 as if matters now varus im kinda done tbh no is called intentional feeding by zyra so u guys r overfed yup she mantains her performance at 1 death/2 min report zxyra and gg;20;20;10015
20;Twisted Fate;ally;12;00:09:56;00:21:29;0;i hope it too j4 there XD thx jayce dat passive nah not zyra fault i took too many kills and she couldnt do anything cuz ur ulti is op well pro jungler clearly lanes lose he dont gank yeeeah whatever;20;20;10015
20;Varus;enemy;15;00:00:25;00:22:25;1;invade red ? wtf man ? wake up team pls surrender at 20 tf fed and oyu steal the kill yeah yes they can throw god first time zyra ?:D then why you didnt let me mid ? i said .. Zyra gold4 how ? ofcouse last 10 match 8 lose .. bg report zyra;20;20;10015
20;Zyra;enemy;30;00:00:36;00:22:32;0;ok got E omg thaaat lag i pinged to b like --- times and nothing -.- fuck sorry guys tf got it :( well ok .. nauti came from our jungle and even i locked him he can still jump on me -.- illl wait for 2nd ward this gonna be hard cant believe my eyes he killed with aa OH MY GOD he did his jump and i flashed and he sitll can jump on me??? what the hel because all i have mid is perma nauti cant do anything when i stun him or flash and he is still able tojump nice bug you had never bad game where you fed? dont give up no 5th time :D you didnt said  you want mid why you still all focus me :D im not worth money i need my liandrys because im good just bad time now if i didnt gave him that firstblood and if nauti didnt babysit mid i would be ok mid jarvan you were mid once nauti 10 times in 10 min ok just report me wp;20;20;10015
21;Ahri;enemy;2;00:07:37;00:18:54;1;lol fawk u tanki brau;21;21;10016
21;Amumu;ally;1;00:08:54;00:08:54;0;why 1 vs 5 ^^;21;21;10016
21;Ashe;ally;10;00:09:59;00:17:42;1;SURREND NOOBS ty maokai the biggest noob I dont help? when you jump on turrnet sure I rage because of noobs like you WHAT KIND OF IDIOTS PLAY LIKE THIS OMFGG do you focus your mothers?;21;21;10016
21;Cassiopeia;enemy;1;00:20:04;00:20:04;0;gg wp;21;21;10016
21;Elise;enemy;1;00:19:26;00:19:26;0;gg wp;21;21;10016
21;Graves;enemy;1;00:20:05;00:20:05;0;bg;21;21;10016
21;Maokai;ally;8;00:00:52;00:18:24;1;?? dont ask me just surrender as soon as possible lol why would i help you? you dont help me rage more pls hahahaha RAGE!!! oh no you lose a game. the ned of the world is near;21;21;10016
21;Sejuani;ally;7;00:08:42;00:20:07;0;guys why focus tanks? guys relax omg -.- nice focus reported ashe gg report ashe all time flame;21;21;10016
21;Trundle;enemy;2;00:11:01;00:12:34;0;lol graby pin;21;21;10016
21;Ziggs;offender;2;00:17:39;00:17:47;1;stf its aram  ot ranked;21;21;10016
22;Ahri;enemy;27;00:01:12;00:32:20;1;udyr exciting start as jungle gg gg dont come back to gank my farm my lane k pls let me farm my lane my farm is bad enough allread pls stop drittcaitlyn for real pls i am  a bit mad now well u cam emid to farm so he can farm ur lane right well ya they are just going for me u guys are really aslty bad day at school? or kidnergarden? if u know how to smite DIE;22;22;10017
22;Blitzcrank;ally;26;00:04:30;00:31:43;1;oops cait dc i think ok ss bot fuking thx fuck u all i didnt even look at it ... great fuking great anotehr week tf ? fu and u need to learn ur fkin team ye ye no we have tresh adc rlly gg u stfu how why would i u dumb fuck u greed 2 retards.. spam haha ggg u did shit all fkin game just like lee w/e u say firefox;22;22;10017
22;Caitlyn;enemy;5;00:00:25;00:24:55;0;steal their blue we know dont take the farm please fiddle didnt take any creeps from your lane only came to push;22;22;10017
22;Fiddlesticks;enemy;1;00:26:30;00:26:30;0;no;22;22;10017
22;Lee Sin;offender;20;00:07:33;00:32:55;1;FDP stfu LOL dat blitrz ty lmao more QQ he prefer run like a bitch LOl dat grab xD XDDDDD DAT GRAB T HAHAHA so fucking retard blabla die u mean , QQ this ahri was so bad;22;22;10017
22;Singed;ally;3;00:01:02;00:33:00;0;lol we can grab throw and kick them accross the whole map eurggh sorry wp;22;22;10017
22;Thresh;ally;35;00:01:08;00:32:38;1;xD yep xD nice mana nice u took ignite to ks tnx fuck u... iam going top to help singed ure useless u run like a mofo around th turret gg blitz stfu pugface lol ill report u u suck on purpose ks more and ward less u cant land 1 grab not fucking 1 iam gona stay at base i wont do anything gg 3/1 blitz carry game now tf is reported same as u blidz needs a sat nav to land grabs 1st u ks all then feed and i need to learn? dw we have blitz and tf not like we can win gg leee 3rd block and report start warding finally blitz full hp no help true that lee nice pull blitz dunno how u can be that retarded udyranother overbuffed shit btw dw when the skin stop selling nerf time report blitz + kses evrything ruins my lane and then dosent even ward... dw he will hes stupidity is amazing ill report u so fucking much;22;22;10017
22;Tryndamere;enemy;1;00:11:55;00:11:55;0;dritt champion;22;22;10017
22;Twisted Fate;ally;2;00:21:38;00:25:19;1;nn da fuck;22;22;10017
22;Udyr;enemy;20;00:00:15;00:31:46;1;they invade ofc trydna go pls ahri care tf gold 1 what help red pls guys hard pls pls woth tfn o flash no go blue ahri go fast i need go red lee tf u are gold 1? best udyr korea cait bitch me red :( GO GRAB ME OMG go nasor;22;22;10017
23;Amumu;enemy;7;00:00:27;00:03:02;0;invade ? go invade yes all cho -_- thx cho all report chogat du you speak french ?;23;23;10018
23;Cho'Gath;enemy;18;00:00:45;00:39:41;0;me? wont lucian if u play defensiv can u hold bot alone? then le top and ill jungle leBlanc go top hold top ill jungle and gank afk what why? idk all mid we have to push or its lost after top i m mid stay at turret mid all together dont watch for kills help each other defend mid Report amumu cant carry -.-;23;23;10018
23;Ezreal;offender;13;00:01:13;00:39:14;1;okok dat luck so late men lucian, you are so bad men... you aren't a good adc see? half life, and i kill you bad adc something more lucian? baron? okok all top go base;23;23;10018
23;LeBlanc;enemy;12;00:00:29;00:36:20;0;btw ... i had lagg when char change i wanted kayle better idea lucky shot i love my clone :D i love leblanc :D for? cant alone report amumu FAIL XD ward;23;23;10018
23;Lucian;enemy;19;00:00:31;00:39:25;1;ok i speak catalan you need help hahahaha clon saves you ok i can play alone ss bot why? first time lucian and yes im good adc i no escape because i cant all in cd -.- haha see you and then talk to me can i take next blue? you are more noob than me tf buy rabbadon now they do barin gg;23;23;10018
23;Shaco;ally;13;00:07:36;00:37:51;0;gg XD i go bot twister if he is in the tower all time me cant gank you vah.... a afk omg.... gg trilero player soy lvl 11 tio no mana gg;23;23;10018
23;Teemo;ally;12;00:00:32;00:39:42;0;no tio... xD ss merci thanks tf ss here xD all for team good goood goood;23;23;10018
23;Twisted Fate;ally;14;00:08:47;00:34:41;0;ty i don't know np okay gj lol lucky boy gj push leona buy wards thanks nah gj go and win ops wtf my fackiing mouse;23;23;10018
23;Twisted Fate;enemy;3;00:05:53;00:08:43;0;ss re ss;23;23;10018
24;Blitzcrank;ally;1;00:45:01;00:45:01;0;gg;24;24;10019
24;Ezreal;ally;6;00:06:57;00:40:24;0;why now -.- jax wtf ty back no blitz was just pro;24;24;10019
24;Heimerdinger;enemy;2;00:36:20;00:36:57;0;u die always :) try to push again;24;24;10019
24;Jax;ally;1;00:05:33;00:05:33;0;worth;24;24;10019
24;Jinx;enemy;26;00:06:13;00:41:23;1;gj we need help bot!!!!!!!!!!! why yi omg nice help MASTER YI GANK FROM Z SS please master yi allways ks please play master yi no more i have 6 assists last game penta with jinx but ok shut up look at top i need kills but ok thx kha nice ss yes nice blitz dc dc bitch i had an dc OMG Ever KS THX HEIMA thx 7ff;24;24;10019
24;Kha'Zix;enemy;13;00:21:33;00:40:06;1;pls socke no play more jinx ks what noob ? and you jinx never in your life relly pros our bot lane report jinx pls only flame and insult and this jinx too well gg bot bot win the game mmm and now jinx afk jajaa dat funnyy well gg pls report bot lane ty;24;24;10019
24;Master Yi;enemy;5;00:00:48;00:40:32;0;smiiiiiiiiiiiiiiiiteeleeeeees good feed jinx pff yes...report bot lane... report bot lane...;24;24;10019
24;Teemo;offender;13;00:14:30;00:44:54;1;dont gank haha heimer useless yeah but you suck in tf true and i pushed your lane inhib down no i push down the other lanes now :) you have better kd but heimer cant carry the funniest thing is that heimer is fed as hell and useless oh cmon this is soooo easy gg easy noobs;24;24;10019
24;Viktor;ally;10;00:11:29;00:44:54;0;yi lol gj gj heimer oom gj it was warded Forgott i had zhonyas too... -.- gg;24;24;10019
25;Lissandra;enemy;1;00:04:37;00:04:37;0;np;25;25;1002
25;Nocturne;offender;43;00:00:26;00:15:24;1;im adc nocturne will need full protection and 24/7 sex with vi is that ok by u vi? wtf? flash down looooooooooool fail flash xDD did some1 see that? focus 1 only i need it thx lol go back I lagged gg wp we already lost lost gg ~i lag dont folow plz nica ss nice ss noc outplayed gg vi me top for a bit now plz needing extra xp until lvl 7 only fuu tought i could jump to trynda bot im outplayed already gg and vi no help and no ss noc u? u suicide 1x3 u're completly stupid i was jungler i understand spanish i was jungler but u hard lose epic that noobs dont know nice ss really nice i love vi ss's gg wp looooooooooooool;25;25;1002
25;Riven;enemy;6;00:01:17;00:15:26;0;ap tryn? nerf plox :D u have 31 ap xd baited lissandra didnt kill u? ggwp;25;25;1002
25;Swain;ally;9;00:11:33;00:15:19;1;noc noc me just unistall pls xd kjungler in 3v3+ u go in jungle in 3v3 report noc for troller pic ty wp;25;25;1002
25;Tryndamere;enemy;11;00:01:22;00:10:15;0;nope ad dont like ap tryn shit.. wrong runes & masteries -.- noc jungle ty & sry ss lagg ss;25;25;1002
25;Vi;ally;1;00:12:25;00:12:25;0;paly 5 v 5 for jungler stupido;25;25;1002
26;Dr. Mundo;ally;7;00:00:30;00:37:52;0;help in red plz ty ok sorry go WITH the team, please, sion all mid nice one sion;26;26;10020
26;Irelia;enemy;40;00:05:00;00:48:51;1;sion has a ward warded lol ok I B I hate dat ulti omg he regens --- hps per hit lee help plz :s ty and irelia why ? :'( no ulti on malzahar hi why? lol what feed? I farmed up for around 20 minutes man I get them after farming :p farming op night need cd care ... da fail report me plz X'DD can I take red plz? corki plz :s ok :/ wp don't finish plz he did well u're moar annoying than him :'( just survive :D I said just survive plz :c or I won't dance with yu lee :c <<<<< this guy flashes when he's sure that he will die BRING HIM THIS PENTA lee dance <3 CANNOT KILL ME yup gg wp omg I can't dance :'(;26;26;10020
26;Katarina;enemy;4;00:03:41;00:48:34;0;ty but sry ty wow they always camp mid but mundo and sion is a hard tankcombo;26;26;10020
26;Lee Sin;enemy;18;00:01:06;00:48:23;0;Dat Zyra skin doe o: wow.:D dat stunn was like..letz fly over he complete Lane :D Oh cmon :D Hahah:D :3 Nobody want to dance with me? kk o: yey :3 yes :3 ill survive :3 O.O Omfg Report Irelia o: xD :D irelia :3 all for u : :D;26;26;10020
26;Malzahar;ally;18;00:01:01;00:48:14;1;qiun i can come bot but i willt ake farm and kills should i or nida ? ok thx :D smitless ? lol why mee you did first noob better go support you ahte your selfe ? ok lol nice spear omg hj np i asked at beginning yes pls thx thx :D hahah lol report for black screen ? pls;26;26;10020
26;Nidalee;ally;14;00:00:28;00:47:40;1;report malthahar instalock tahnks tard hate kids brb please team u got a nidalee ap let's group and kite why dont we just poke and win? tard chasing a le omg gg;26;26;10020
26;Quinn;ally;37;00:01:21;00:41:20;1;u trolled u are reported so do what u want stfu malza... u are the troll here yes... gj ty for come bot nida, dont gank bot another time u fuked us fl -.- fk* gj nice malza i am not gonna report u =D pff this campers pls can u come with us sion? -.- sure sion sure stop solo kid sion i started 1 vs 1 u are just brainless? sion wtf are u doing? report sion ty never play in team always solo and flaming malza this sion regroup and win this shit omfg regroup now yes regroup pls mother of god bg report sion pls, so annoying person this is not true, he is a constant flamer person push mid all;26;26;10020
26;Sion;offender;33;00:00:48;00:46:51;1;i dont help u sry i lose minions and irelia counter me sry report malzahar ty trol wp lee ^^ noo xDD u noo xDD u no die fro lee OMFG sjut up noob nop wards gg CRY ME ARIVER! A RIVER* ty fro feed irelia kill me 1 time why? ok report LOOOOOOOOOOOOOL? I DEFEND MID that bronce plÃÂ±ayer gg ahahhah SHUT UP FUCKIING NOOB KID that team feed irelia gg ireali kill me 3 times 9 kills no feed? xDDDd w8 gj mundo ty for lose pls shut up and buy wards nice quinn all time solo gg report malzahar fro troll pick and quinn fro flame;26;26;10020
26;Zyra;enemy;1;00:35:55;00:35:55;0;ARAM style;26;26;10020
27;Caitlyn;ally;55;00:10:12;00:36:30;1;"little late ss all 5 bot wow all 5 bot wow gj gj gj i flame cuz im syndra u dont ss so my fault yhe good sydra i dont attck u dont see? wp noobs haaaahahahahahah u think i care? about normals hahahahahah hahahaahhahah silver 2 look noob play on a diffrent server paki go ""JAJAJAJAA""? nice flash syndra nice cs nice kills go away foregn paki this syndra nice no team fights op wp syndra ""JAJAJ""? u laugh like a retard look me up u noob stay in bronze 5 hhahahahaaha ur bronze 5 s] says bronze syndra lol B 5 syndra op go build....? a house? learn english paki bla bla bla bla? no 3 languages jajajajaja? do u laugh with cock in ur mouth? ja ja jajajajajajajajaj jajajajajajajajaj ajajajajajajjaajajajajajaj JAJAJAJAJAJAJ AJJAJAAJAJJAAJAJAJAJ JAJAJAJAJAJAJAJAJAJAJAJA JAJAJAJAJAJAJAJAJAJAJAJAJAJAJ JAJAJAJAJAJAJAJAJAJAJAJAJA nice kills syndra noob";27;27;10021
27;Kassadin;enemy;9;00:00:28;00:32:46;0;and? how ww farm? i go gank bot at lvl 6 vayne please need blue thx gj ur pretty good vayne go b;27;27;10021
27;Leona;enemy;2;00:13:22;00:18:43;0;sorry ty;27;27;10021
27;Rammus;enemy;3;00:12:00;00:36:30;0;sorry yes is op easy;27;27;10021
27;Sona;ally;20;00:01:35;00:36:30;1;woops wrong runes kassa fuck off fuck off you stupid niggers wtf vi is better than you yas syndra go fuck your dad syndra go die? this syndra ustocl laugh ? RETARD REPORTED GO DIE OF AIDS LIKE THE AFICAN YOU ARE GO FUCK A SPIDER THATS THE SIZE OF YOUR COCK RETARD SYNDRA GO DIE;27;27;10021
27;Syndra;offender;69;00:15:42;00:36:30;1;ok you my farm ... VI ? wtf gj  , gj , gj go feed gj feed cait noob YOU NOOB NO WIN FOR YOU FUUCK FEEED NOOB shut up bronze vamoos gooo SILVER 2? JAJAJAJAJAJAJAJJAA RUSH jajajajajajajaja yes yes JAJAJAJAJAJA nice feed cait JAJAJAJAJAJA go noob goooo gooo noobs bot noob jajajaja goo feed noooob jajajaja noob noob jajaja go silver 2 JAJAJAJAJAJAJAA silver 5 you silver  = noob JAJAJA jajaja jajaja jajaja no silver 5 ^^ go you build is noob JAJAJAJAJAJA GO BUILD NOOB jajaja jajajajaja JAJAJAJAJA venga AJAJAJJA JAJAJAJAJA jajajaja SS? JAJAJAJA SSS JAJAJAJAJAJAJAJJAAJ JAJAJAJAJAJAJA JAJAJAAJA YES NO FEED JAJAJAA;27;27;10021
27;Vayne;enemy;8;00:00:09;00:36:29;0;warwick swap ? she counter me srly ? not buy free item yes no swap in english ? all time assist gg wp;27;27;10021
27;Vi;ally;10;00:02:04;00:32:17;1;thx syndra blue? ok that rammus wtf? undying rage or someshit gg that help shuut up plz report this syndra just staying i base now she moves xD;27;27;10021
27;Warwick;enemy;4;00:01:02;00:27:53;0;caitlyn is countir in early no ves? SS voy;27;27;10021
27;Yasuo;ally;20;00:24:59;00:35:46;1;vi ? vi noob you dont atack you are anoob yes i see you dont atack xd do you only speak english? yes english mongolo xD para papapa macdonals mm ico ico jaja 5vs 3 xD;27;27;10021
28;Corki;offender;19;00:01:07;00:29:00;0;its not ebay i was dia at the start of the season now i dont play as good anymore man what do u do dude why wtf ebay i cant do shit janna always dies than fizz comes even though i ping back report fizz janna explain to me how i shall do anything if u randomly run into them aste ult and almost die ? can u jsu tlet me farm we dont kill them u over do it so freaking hard and janna ure a joke lol what teh fuck this is npo universal excuse for ur fails report fizz;28;28;10022
28;Elise;enemy;1;00:23:41;00:23:41;0;gj;28;28;10022
28;Fizz;ally;25;00:00:36;00:11:53;1;yes ebay still exists? i dont see the problem w.e mid no flash ign YEEE ty gg xD i guess jungler OP right she doesnt push and doesnt have flash must be just me why not u feed lane i lost mid then janna feed mid jungler afk rfusing to gank see me care :D see me care alrdy plat np lee keep afk jungle all buffs etc and yes pls push mid u just lost this by troll i'm done lee doesnt gank and steals all farm so cba yep its not my midlane ur right lee cn haz all;28;28;10022
28;Janna;ally;10;00:03:48;00:29:03;1;OH luck XD FUCK I wp wp wp i fixed or focus on the game and xin win they did 2 kills bot coz my neightboor dl porn it's not ur game fizz, it's 5 person game fizz was here gg ? XD;28;28;10022
28;Jax;enemy;12;00:10:49;00:29:12;0;fu thsi luck thsi fish haha elise can u help me with wards top dont need more ty fish toipo agin es yes ok then witr wait for lux gg;28;28;10022
28;Lee Sin;ally;1;00:29:07;00:29:07;0;gg report fizz ty;28;28;10022
28;Lux;enemy;1;00:27:13;00:27:13;0;raba ---;28;28;10022
28;Miss Fortune;enemy;4;00:00:35;00:13:45;0;silver 1 ebay op diamond corki will carry u nop;28;28;10022
28;Riven;ally;17;00:00:25;00:29:05;0;silver 2 silver 1 what im doing here? better nerg ebay ebay op LOL QUN woops i thought diamond player following me so shouild be fine hihi u mfail more thn me hi who cares pff weuw report ebay;28;28;10022
28;Thresh;enemy;13;00:00:10;00:29:06;0;wtf diemond 5 corki what are u doing here oom ward what a ward? janna tell me riven broken all mid stop solo gg ahahha;28;28;10022
29;Aatrox;enemy;13;00:00:27;00:17:03;1;report tryndanoob troll pick thx im not flaimg only telling you what happend in champ select thx bot trynda noob nice help ok relax team ... that is lost only play for lose i do no ganks ok ? 20 min surrender and out 2 pings and dont come trist ? really ? noob trynda lose top report trynda troll picks anywais;29;29;10023
29;Corki;ally;28;00:04:49;00:21:52;1;need gank fat OW they push xin you suck man you suck CAUSE they pushed you need a year how you gank just shit if you just came throug river they dont even get that and your ping AND? THEY WOULDNT GET IT IF THEYR FOCUS ON US pls just dont game yes but look no ward you genius so pls stfu nice ss ah ok are you stupid riven? when xin FEED THAT BOT what should i do? AAAAAAAAAAAAAAH i dont get doved-.- you should open your eyes and stfu LOOK at that xin reportet hardcore report xin;29;29;10023
29;Lulu;enemy;4;00:01:19;00:21:50;0;laugh :) you will not when you will wanna login and failed cause of ban :) god ssoz !! *mmmm gg;29;29;10023
29;Nami;offender;5;00:08:32;00:18:23;0;really ? need this fucking win pls sry team wtf is that really true ? thx;29;29;10023
29;Riven;ally;27;00:00:22;00:21:32;1;blue/red? :S lol they should maybe maybe im riven but actually im tryndamere fat? lol dont caps damn i wanted to ignite holy shit top ss lets not flame eachother okay? this fking trynda wow xin xin disconnects in ranked because he sucks hes doing good though gj report bot and xin thanks play safe ofc :);29;29;10023
29;Tristana;enemy;23;00:01:18;00:21:50;1;you are i said top first cus i was picking befor you smitelees kid stfu when i mean with that i mean you trynda ss gj bot :C lol riven ss so op champ he is ss ty fuck you xin allmost shit my pants yup top push and ss ss dragon ss lets push top yes ss gg wp;29;29;10023
29;Tryndamere;enemy;4;00:00:49;00:09:46;1;buahahah kids everywhere buahahaha LOL;29;29;10023
29;Twitch;enemy;10;00:01:16;00:21:52;0;maybe trynda will carry us :P gj lulu wards eh.. trist g.. g hi nami .. behind you you are just skills easyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyy;29;29;10023
29;Xerath;ally;12;00:08:41;00:21:21;1;me too haha haha USELESS XIN BAD USELESS Useless xin report xin i hate Elo hell useless Team shut up... You get feed omg;29;29;10023
29;Xin Zhao;ally;32;00:00:29;00:21:50;1;blue ty yes pls flame each other more lol xD ty wo0o :D 1sec i need to go round drag why do i? why? cos you cant fucking hit twitch? they had ward in river dumbass you avoid wards lol corki yuo make me laugh so ignorant i come through river like you ask oh look they ran off by drag mabye? maybe* lol aatrox is jungle lol to pro ok i admit that was bad xD your lucky i suck thats not my fault i did not know he was there gj riven really how is that my fault lol fuck you guys ty :D;29;29;10023
30;Akali;ally;9;00:01:01;00:32:12;1;ty ty sWE omfg Just win this shit Shiit POO Dickk gg;30;30;10024
30;Blitzcrank;enemy;5;00:10:44;00:13:26;0;^^ Nidalee i love you XD XD jajajajajaj from nidalee??;30;30;10024
30;Heimerdinger;enemy;3;00:07:46;00:31:42;0;gj team ^^ gg;30;30;10024
30;Kennen;enemy;6;00:00:58;00:32:07;0;LOL ??? I clic on flash and ... anything and teemo afk -,- OKAY !!!!!!!!! Thx hemer -,- gg gg;30;30;10024
30;Nasus;enemy;21;00:01:02;00:32:05;1;you sir are the biggest noob ever troll fag nobo 20 surr YOLIO i hate nasus nid we all ahte you gj push nid should be banned at aram wowo push nigga friends fag yeeeeeeeeeeeeeeeee lalwl dude our blitz blitz dyude dude this team you mean if we had blitz yes gg;30;30;10024
30;Nidalee;ally;28;00:01:58;00:32:06;1;"mazd ? omg i need mana omg stop dude this blitz i go use magic spear BLITZ HATE YOU ahah ^^ akali .. dat bliiittzz arg plz stop "" jajajaja "" x) in my land "" jajaja "" = autist xD hermer turret save you this hermer x_x the only utility of hermer is counter my spear nida aram = good :) balanced champ sry i don't know if you kill him or not. I prefer save my life x) team, go push stop troll ^^ adc try dive .. lol finish fast, i go eat trap , ? ahah ajhah i need eat .. finish before i prefer gg wp";30;30;10024
30;Pantheon;ally;4;00:13:36;00:32:10;0;wow saora omg gg;30;30;10024
30;Soraka;ally;9;00:00:37;00:32:10;0;gl and hf all :) gj for ? haha ^^ ^^ twitch hate me ^^ nida take heal go, i don't report you gg;30;30;10024
30;Teemo;enemy;15;00:12:53;00:32:13;0;gg soraka lol lol ulti N O ! x) .. <3 i like me ^^ NO x) yes ^^ rooo not 1v1 :/ CAPTAINE TEEMO ! DEMACIA ^^ LOL wtf grap too bad gg :/;30;30;10024
30;Twitch;offender;21;00:00:37;00:32:11;1;hey, gl & hf this soraka ... report soraka, thx or what? unskilled and assisting enemy team just like yi and blitz and teemo pink items FTW :D bS BS ahahahahhahahahahahhahahahahaahahaha teemo, did you know that are a pile of poop? :D lol that dmg do LOL teemo :D i hate your blind, teemo :( you like a pile of poop? O.o this team... -.- no this team xD dafuq? o.o gg;30;30;10024
31;Lee Sin;offender;28;00:00:26;00:28:30;1;huehuehuehuehuehuehuehuehue loool br? ty xd lux xD wait gj lool dude wtf morde ... free dps LUUUUUUUUUUUUX lux ur an idiot this lux ahhaha yea rgight push bot lux how the fuck do you die there this lux man omg no help at fucking all ggwp gg no wards;31;31;10025
31;Lux;ally;6;00:00:19;00:29:11;0;ajaj gj you are not indicate for speak better than you, i know so bored yeah;31;31;10025
31;Mordekaiser;ally;21;00:00:13;00:29:25;1;huehue? br? mony please he doesnt have spell vamp better double morde gj cd man buena omw enough flaming PLAY el mid bot cant 2vs 5 better split push omg vlad move youre ass here ult you could put too gg;31;31;10025
31;Mordekaiser;enemy;9;00:06:08;00:29:23;0;saw that ss ss s s ss ks report ww gg wp;31;31;10025
31;Skarner;enemy;11;00:01:08;00:24:10;1;first time this champ i cant spanish lagg u are so slow and ww dint come do some dmg then u 2 report vayne he cant play adc no dmg report vayne please he cant do some thing he just rage and think ww stop wait for Q when u are in fight;31;31;10025
31;Talon;enemy;10;00:00:40;00:29:27;0;i was going to make a joke omg just kill secured OMG WHY ON GANKS! no* omg ww REPORT! OMG WW REPORT! gg wpo;31;31;10025
31;Vayne;ally;11;00:00:27;00:23:05;0;huehuehuehuehuehuehue brb ss vayne gg bot? 3 4' YOU GO 3 5? Xd 3 4? brb brb ss bot;31;31;10025
31;Vayne;enemy;20;00:00:31;00:29:11;0;wtf talon Jajaja -.- skarner wtf is my farm report u skar report skarner please troll No support, no ward... sure omg u only run omg wwÃ¯Â¿Â½Ã¯Â¿Â½? u U? ok u welcome lol In Baron !!!! ks !!!!;31;31;10025
31;Vladimir;ally;15;00:05:58;00:29:28;1;I wasnt looking dat flash? gg bot? you guys better take down turret FUcking idio0ts bot seriosly how couldnt you take turret it was 4vs 1 top lol stuf l lol gg bot yes gg bot yha sure and I can take 1vs4? lol;31;31;10025
31;Warwick;enemy;8;00:01:37;00:29:27;1;xD -.- report please escarner uis patetic gamer mana ? idiot? -.- rally really report morddrr and scarner and  talon;31;31;10025
32;Aatrox;enemy;6;00:04:01;00:39:03;1;ss room ? holy shit shut up 4 vs 1 trap pussys -_- noob sdie;32;32;10026
32;Fiora;enemy;13;00:00:34;00:39:02;0;bot with me ?' slovakia-bosnia ?? :P helllllllllllllllllllppppppppppppppppp wt5fffff wtffffffff?* i can kill him omggg sry gj wtf. gg;32;32;10026
32;Gangplank;enemy;10;00:07:12;00:38:52;0;gj lag no mana sorry lag wtf lol gj yi penta we have won gg;32;32;10026
32;Jarvan IV;offender;45;00:00:22;00:38:51;1;i need help by top aatrox play op piss you from my minions omg go bot go bot biggest idiot first time and tower dive with level 1 ss this 3 bot and no push thx ss twitch help or brain afk OK ss top omg ganbk top gank shut up because this 4 mid 4 4 4 4 4 4 4 4 4 4 noooooo no sir you are the pussy <3 twitch op this twitch ks noob report you ok report twitch and tresh noob team no sacrify gg def;32;32;10026
32;Master Yi;enemy;14;00:00:24;00:39:01;1;help red pls so many help xD thx u2 aatrox wtf go top? aatrox play your lane dude finally doing your task i saved you walk back ty ty lol aatrox stupid;32;32;10026
32;Nidalee;enemy;10;00:00:28;00:37:37;0;i mid or bot? tresh ss top ss watchout push TOP dont let them raom roam** wtf --- drag --- drag***;32;32;10026
32;Rengar;ally;7;00:01:03;00:19:41;1;first time rengar :D omg retard what they are only 2 i jungle WHY ARE YOU SO ANGRY first time jarvan?;32;32;10026
32;Thresh;ally;4;00:06:49;00:31:14;0;why? ok :) do that;32;32;10026
32;Twitch;ally;2;00:07:52;00:14:44;0;ss sry my game lage;32;32;10026
33;Alistar;offender;1;00:14:44;00:14:44;0;yep;33;33;10027
33;Garen;enemy;19;00:08:43;00:30:43;1;i think y ss top jaxÃ¯Â¿Â½Ã¯Â¿Â½? ok fail report our luciand ty free elo go now sure ggwp reprot our fuck lucian lucian ty for this game ggwp and ofc you is reported report lucian ty defend and depush lanes report yoou fick thois game take turrets dont chase;33;33;10027
33;Jax;ally;64;00:03:20;00:29:42;1;"stupid why not wait karma is no jungler so shut up? ok mr you dont know how to gank ah caus you wanna lose the game? np :) kid you say you pick the jungler you want then pick a JUNGLER adn dont karma Report shyvana after the game thanks :) trolling and retard kid ah vayne what are you talking about? cant play my game caus no gank so ofc ineed after dc noob ofc i need help when is he 3 lvl above me thanks due to dc but well np i dont care about top anymore then Dont care about this game dc 3 lvl above  and shyv says i dont gank top reason? tell me a reason xD you say i dont gank top after i dcÃ¯Â¿Â½d and got 3 lvl behind Says the right one... Karma is a jungler ok mr flamer :) i watch it thats why i port b and let him die i can make you easy lose np :) nope not trolling you all didnt helpd one time so you told shyv to keep doing what he did and he didnt helpd once top i get dc lvl 4 against lvl 7 you flame me that i ""feed"" and then then you want me to help? you didnt helpod once top so i need to farm after understand it i never sayd i dont want to play i asyd i want to farm and now i go feed caus ori go take farm stfu feeder so ori you noob feeder anything mroe to say atm? yeah +1 lol why iy ali top? you dont really stoped my b port 3 times lucian...?";33;33;10027
33;Lucian;enemy;2;00:11:11;00:29:48;0;sory my net is out sory my limit is uot;33;33;10027
33;Lux;enemy;4;00:01:16;00:31:29;1;happy cancersday thx ult her bg bad played;33;33;10027
33;Orianna;ally;31;00:07:27;00:27:05;1;ss mid thx ss mid thx nice shyv pls go together 4v5 easy win thx jax pls mid 3 mid fak u jax go mid now or i leave 4v5 and we lose.... grat jax go mid jax 4v5... pls go together me to top* i go top all mid nooob jax we lose u cant go mid.... dragon better jax pls together take ward just go together and we win and we get lp;33;33;10027
